,ID,Video Title,Views,Likes,isClickbait,image_path,processed_title,title_vector
25,pKg8GJ7dIug,"kid calls 911 for fun, goes very wrong..",33525,1335,yes,"/content/thumbnails/pKg8GJ7dIug___kid calls 911 for fun, goes very wrong...jpg","['kid', 'call', '911', 'fun', ',', 'go', 'wrong', '..']","[-0.00291875  0.00590193 -0.00143602 -0.00131216  0.00191589 -0.00284751
  0.0020705   0.00115285 -0.00451969 -0.00166411  0.00057333 -0.00493688
  0.0019369  -0.00150983  0.00193848 -0.00505236  0.00135785 -0.00440952
 -0.00127029 -0.00314642  0.00142287  0.00326137  0.00170209 -0.00045411
  0.00123729  0.00181848  0.00020614 -0.00286941 -0.00185275 -0.00239725
  0.00262948 -0.00136742 -0.00215471  0.00084924 -0.00162058  0.00332369
  0.00040582 -0.0003292  -0.00210724 -0.00302213 -0.00021674 -0.00156887
  0.00424622 -0.00076059  0.00111882 -0.00197881  0.0023363  -0.00156554
  0.00047041  0.00094834  0.00058947  0.00033047  0.00180282 -0.00019433
 -0.00286294  0.00161994  0.00249711 -0.00127859 -0.00414477 -0.001318
  0.00324744  0.00185831  0.00168754 -0.00218794 -0.00308924 -0.00035352
 -0.0032136   0.00223322 -0.00315327  0.00279935  0.00407317 -0.00045968
  0.00353497  0.00561041 -0.00241331 -0.00063701 -0.00012162 -0.00061214
 -0.00364594  0.00080659  0.00075867 -0.00163216 -0.00297221  0.0019537
  0.00179209  0.0011836   0.00013183  0.00248733 -0.0004528   0.00169036
 -0.00033289 -0.00070261 -0.0008593  -0.00158671  0.00196942  0.00481292
  0.00187437 -0.00232007 -0.00045717 -0.00331475]"
23,hfFGTVZNjis,MrBeast HATES Chandler after this..,17166,1207,yes,/content/thumbnails/hfFGTVZNjis___MrBeast HATES Chandler after this...jpg,"['mrbeast', 'hate', 'chandler', '..']","[-7.6834923e-03  6.6583953e-04  6.6217361e-04  1.3373225e-03
  9.2430450e-03  1.3970456e-04  2.0277137e-03  2.7184640e-03
 -5.5166786e-03  3.9243512e-03 -1.1212123e-03 -2.9412552e-03
  2.9882535e-03  1.3341971e-03  4.2004753e-03  4.4946888e-04
 -8.2681689e-04 -2.5438550e-03 -4.7624912e-03 -2.6700627e-03
 -1.6498244e-03 -2.8157700e-04  4.2214012e-03 -1.2452670e-03
  2.9222392e-03  5.0560031e-03  5.1686133e-04  2.8824201e-04
 -1.0914250e-03 -1.0738382e-03  1.9412894e-03 -1.8312340e-04
 -1.3545082e-03 -2.3631868e-03  1.1802225e-03 -1.8277676e-03
 -2.3562212e-03 -4.2783879e-03 -1.4883205e-03 -2.8695317e-03
 -2.8973722e-03  2.2940771e-03  2.5709132e-03 -1.1867442e-03
 -1.6780342e-03  1.1540980e-03  2.8773380e-04  4.1466709e-03
  2.5078765e-04  9.8299887e-04  2.9661669e-03 -1.9488564e-03
 -4.4941655e-03  9.2254370e-05  6.2770298e-04 -3.0051006e-03
  3.2166025e-04  1.1162064e-03  9.8641310e-04 -5.3830713e-04
 -2.0472913e-03 -5.3873006e-03  5.8969827e-03  3.8494160e-03
 -4.8538204e-06  2.3854271e-04  8.1203983e-04  6.8072963e-04
 -5.3402390e-03  2.2417185e-04 -1.3715187e-03  4.7539328e-03
 -3.6152997e-03  2.1938174e-03 -3.2862378e-03 -1.7563546e-03
 -3.6465786e-03  6.8295444e-04 -3.0753049e-03  5.3883274e-03
 -3.2531475e-03 -3.2847603e-03 -2.7353861e-03  6.2654163e-03
 -8.8594260e-04  5.1157442e-03  3.2936444e-03 -2.0159543e-03
  1.0415935e-03  2.8303117e-03 -3.7954241e-04  2.0947545e-03
  1.1857189e-03 -1.9834505e-03  8.4087905e-03  5.8178650e-03
  1.7367640e-03 -2.1866551e-03 -1.0179362e-03 -2.5428564e-04]"
148,IGWJ_wMjlBU,vegan eats MEAT for 24 hours...,344665,24331,no,/content/thumbnails/IGWJ_wMjlBU___vegan eats MEAT for 24 hours....jpg,"['vegan', 'eat', 'meat', '24', 'hour', '...']","[-1.0832344e-03 -6.2131141e-03  1.7113829e-05  4.0192395e-03
  4.0963213e-03 -2.7782556e-03 -2.5551091e-03  1.5724933e-03
  1.0154528e-03 -3.8165944e-03 -1.9438966e-03 -8.5083203e-04
 -7.0786412e-04 -1.9144985e-03 -2.7755534e-04  2.5939534e-03
  4.0453402e-04 -2.3388073e-03  6.1527587e-04 -1.2666482e-03
 -2.3017356e-03  7.3817805e-03 -4.6956637e-03 -2.9245229e-04
  1.6562929e-03  5.6277536e-04 -3.0112888e-03  1.7464277e-03
  8.5160638e-05 -2.4613587e-03  8.6729781e-04  1.9269144e-03
 -9.0828119e-04 -5.5786170e-04 -3.3172865e-03  4.3401136e-03
  6.3832710e-04 -1.8644311e-03 -2.5294739e-04 -4.4094538e-04
  7.0367364e-04 -2.7222221e-03 -3.9341445e-03 -1.2500638e-04
  3.7601385e-03 -2.4034386e-03  1.4274322e-03 -7.6344755e-04
  3.2083541e-03  1.8842531e-03 -5.1608641e-04 -1.6744687e-03
 -5.0507016e-03  2.4346805e-03  2.4817224e-05 -1.6836369e-03
  4.1821250e-04 -1.8684445e-03 -4.0770127e-04 -3.9784922e-04
 -4.1011066e-04  3.6851324e-03  3.3395838e-03 -2.2682941e-03
 -2.9059534e-03 -8.8631891e-04 -5.3776894e-03 -5.9228292e-04
  4.4197845e-03 -6.7215413e-05 -8.6244894e-05  2.3592471e-03
 -2.2656587e-03 -1.2540590e-03  3.2459339e-03  1.0594875e-03
 -2.6671013e-03 -1.2410195e-03 -3.1551097e-03 -2.4612842e-04
  3.2441206e-03 -2.3097189e-03 -6.9644615e-05  5.6044497e-03
 -3.0457714e-04 -1.4186306e-03 -2.5469672e-03  3.0505455e-03
 -1.1756375e-03  3.1462626e-03  1.1485916e-03  3.0794947e-03
  2.4847828e-03  3.7838612e-03  3.7030943e-03  3.7940932e-04
 -8.2553900e-04  1.7673436e-04  3.0519269e-04  1.4022080e-03]"
144,F_OOTBRjY18,Evolving The Biggest Army Possible To Win,389431,15702,no,/content/thumbnails/F_OOTBRjY18___Evolving The Biggest Army Possible To Win.jpg,"['evolv', 'the', 'biggest', 'armi', 'possibl', 'to', 'win']","[ 1.6667979e-03  1.8210355e-03  3.6689450e-03  1.7237448e-03
  1.4682772e-03 -1.8850070e-03  2.6989339e-03  4.4444888e-03
 -2.3292452e-03 -1.2779877e-03  1.4566386e-03 -6.2387502e-03
  6.1946892e-04  8.4104948e-05  7.2720880e-04 -8.0056366e-04
  2.0602387e-03 -2.5315913e-03  8.7400049e-04 -7.4671460e-03
  2.1642682e-03 -1.1196530e-03  1.1586790e-03 -3.7661274e-03
 -1.1658582e-03 -6.7933230e-05 -2.6281583e-03 -3.5303403e-03
 -1.6408070e-03 -1.0498591e-03  2.1407248e-03  2.2988382e-03
  2.4842829e-03 -2.2227889e-04 -3.7929579e-04  3.7000090e-04
 -6.8593479e-04 -4.4510937e-03 -2.5949159e-03 -1.4599673e-03
 -1.1115220e-03 -3.2662253e-03 -2.2237770e-04 -1.9262920e-03
  5.7508226e-04 -1.9798495e-03 -3.7634706e-03  2.1217497e-04
 -1.1619991e-03 -1.6975844e-03 -2.5754736e-03 -2.7544827e-03
 -1.6385614e-03  2.4769844e-03 -3.5853684e-03 -2.4759353e-03
  2.0290038e-03 -1.3293198e-03 -2.0967450e-03 -3.2865608e-03
  3.3171989e-03 -4.1882969e-03  1.7218816e-03 -1.2378159e-04
 -5.9327078e-03  4.4018007e-03 -1.1426841e-03  2.5956298e-03
  9.3875185e-04 -1.2177462e-03 -1.4116887e-03  4.3598744e-03
 -9.5480465e-04  2.2872591e-03  5.9243781e-03  1.0816816e-03
  1.9623425e-03  1.6942772e-03 -3.7080399e-03  1.2485191e-03
  1.4834946e-03 -3.1471183e-03 -1.7360324e-03  4.0180301e-03
 -3.6278081e-03 -1.1625561e-03  3.2302874e-04  1.0014784e-03
  6.1942721e-03 -1.8983360e-04 -3.4063411e-04 -7.1807235e-04
  1.3565539e-03  1.9634739e-03  5.3384779e-03  4.3542301e-03
  2.3289488e-03 -2.0041047e-03  2.5818734e-03  6.1407266e-04]"
81,yVaMtCi9Xw0,10 Cute Kids Who Aged Horribly,22943937,64582,yes,/content/thumbnails/yVaMtCi9Xw0___10 Cute Kids Who Aged Horribly.jpg,"['10', 'cute', 'kid', 'who', 'age', 'horribl']","[-1.6714527e-03  1.7714173e-03  2.0918648e-03 -1.9369602e-03
  2.1609305e-04 -2.7901242e-03 -1.5683239e-04  1.6365837e-03
 -3.3140583e-03 -4.1659432e-04  5.4216193e-04 -1.5660947e-03
 -3.9892629e-04  1.0444707e-03  3.5139127e-03 -9.7019336e-04
  2.1883182e-03 -4.3366197e-03 -1.1289791e-03 -1.6211687e-03
  2.4484203e-03  7.6726585e-04  3.2892618e-03 -4.2574091e-05
 -5.1814676e-03  1.6483333e-03 -3.6972156e-04 -1.7444835e-03
  3.0146330e-04 -1.1184571e-04 -2.2161740e-03 -4.1163904e-03
  9.5403130e-04  9.4219035e-04 -3.1982388e-04  4.5105377e-03
 -1.6643475e-03 -2.0671645e-03 -7.2909868e-03 -5.2204481e-03
 -3.9453455e-03 -1.4648220e-03 -1.1409012e-04  4.7358153e-03
  2.1042821e-03 -3.8431061e-04 -3.0392979e-03 -4.7290670e-03
  1.4326823e-03 -1.3616352e-03 -3.2093311e-03 -9.8979042e-04
  2.7257230e-03  3.8339093e-03 -6.4458023e-04 -1.6634682e-03
  1.8235132e-03 -1.8587206e-03 -6.4511821e-03 -1.9486052e-03
 -1.4838749e-03  7.1940325e-05  1.7298459e-03  5.1858864e-04
 -6.4369175e-03  1.4145098e-04  1.2521083e-03  1.5576932e-03
 -1.0117687e-03  1.5373927e-03 -1.4740289e-03 -9.5182378e-04
  2.3599032e-03 -1.6164355e-03 -7.9420116e-04  3.7166520e-03
  2.0845921e-03  1.2699595e-03 -3.4013393e-03 -1.5717577e-03
 -2.7947512e-03 -3.2967576e-04 -2.0426428e-03  2.9215198e-03
  1.4708894e-03  7.9502590e-04 -4.8967116e-03  1.0232584e-03
  3.0979959e-03 -6.1799242e-04  3.0819995e-03 -1.8592194e-03
 -6.8807881e-04  4.8157130e-04  2.5856469e-03  1.7975140e-03
 -7.5712992e-04  1.6617698e-04 -6.6159962e-04 -3.7191730e-04]"
108,haL--xiqA0E,"BRYAN DANIELSON TALKS AEW AT ALL OUT 2021 DEBUT, WHY HE LEFT WWE, RELATIONSHIP W VINCE MCMAHON",266523,7779,no,"/content/thumbnails/haL--xiqA0E___BRYAN DANIELSON TALKS AEW AT ALL OUT 2021 DEBUT, WHY HE LEFT WWE, RELATIONSHIP W VINCE MCMAHON.jpg","['bryan', 'danielson', 'talk', 'aew', 'at', 'all', 'out', '2021', 'debut', ',', 'whi', 'he', 'left', 'wwe', ',', 'relationship', 'w', 'vinc', 'mcmahon']","[ 6.10883173e-04  3.03388899e-03  5.00713468e-05  1.41814482e-04
  2.19897204e-03 -3.24113201e-03  1.36521971e-03  3.63674946e-03
 -3.16550466e-03 -3.02180089e-03  5.28343138e-04 -2.82567297e-03
  1.61010376e-03 -1.33021385e-03  1.59198779e-03  6.25037472e-04
  6.68969180e-04  9.72727430e-04  4.79463692e-04 -1.72746985e-03
  1.43529614e-03 -7.32381304e-04  3.10796197e-03  2.49063922e-03
 -9.09338647e-04  1.61789276e-03 -1.26143580e-03 -1.90624211e-04
  4.92178988e-05  9.02496395e-04  2.39558634e-04 -3.40188126e-05
 -1.72165746e-03 -3.23605607e-03  7.26525686e-05  2.80590844e-03
 -1.51202385e-03 -1.04526652e-03 -3.63504840e-03 -2.20147218e-03
 -2.73258192e-04 -7.62679905e-04  1.82066706e-05 -2.43716384e-03
 -1.27744500e-03 -1.05545332e-03  7.04591919e-04 -1.61447830e-03
  3.03851976e-03  7.33168097e-04 -2.88455514e-04 -1.12548750e-03
 -1.70195592e-03  8.94305762e-04 -2.35278904e-03  4.28626547e-04
  5.46389434e-04 -1.15986960e-03  1.93333137e-03 -3.55392054e-04
 -3.67208471e-04  1.11629743e-04 -1.10645790e-03  1.75462221e-04
 -5.03369723e-04  5.43839065e-04  8.79915257e-04  1.33680704e-03
 -1.11738965e-03 -9.46420012e-04 -6.82870959e-05 -1.08833447e-04
  1.17525051e-03 -1.02106605e-04  2.18633984e-04  4.67998849e-04
 -1.93686271e-03  1.46571407e-03 -1.90597516e-03  2.44708755e-03
 -2.20983429e-03  1.48671807e-03 -2.44776974e-03  1.88165647e-03
  1.30922312e-03 -3.86746920e-04  7.99278554e-04  4.62156907e-03
  3.18300235e-03 -2.96677486e-03 -6.17739279e-04 -1.72709208e-03
 -1.29690662e-03 -3.23954097e-04  4.04786179e-03  1.68170896e-03
  4.48136649e-04 -3.33781238e-03 -1.03307958e-03 -1.02340896e-03]"
79,ylgjWFf6ssY,The Most Inappropriate Messages in Kids Shows,26007630,102341,yes,/content/thumbnails/ylgjWFf6ssY___The Most Inappropriate Messages in Kids Shows.jpg,"['the', 'most', 'inappropri', 'messag', 'kid', 'show']","[-1.6801216e-03  1.2803737e-03  3.3958284e-03 -4.2249491e-03
  3.3658918e-03 -1.2362171e-03  2.5273811e-03  2.5285929e-04
 -6.6728792e-03 -1.7912319e-03  3.8597572e-03 -4.2569740e-03
 -1.4004613e-03 -1.5191641e-03  2.7004492e-03  8.1848353e-05
  2.5189372e-03 -4.0432829e-03 -5.3735840e-04 -7.1605262e-03
  9.5714087e-04  1.1501566e-03  3.6152015e-03  6.1020564e-05
 -4.5480379e-03  9.7778928e-04 -2.7264089e-03 -4.0715877e-03
 -2.6522314e-03 -6.0158963e-03 -3.3421608e-04  1.2330370e-03
 -1.5712656e-03  4.3854513e-04 -2.3074464e-03  2.4890844e-03
 -1.4952928e-03 -3.7976697e-03 -6.8010422e-03 -2.6516218e-03
  2.7341053e-03 -6.4064558e-03  1.2500308e-03 -1.2213655e-03
 -2.0565503e-05  1.8572027e-04 -2.2071744e-03 -6.0813334e-03
 -3.3494430e-03  4.0953495e-03 -1.2983356e-03 -1.2860975e-04
  9.9759514e-04 -1.4813314e-03 -9.7682455e-04 -3.2179991e-03
 -9.5840212e-04  1.4997832e-04 -1.7788963e-03 -4.5207710e-04
 -2.7100509e-03 -2.8096852e-04 -2.7774423e-03  1.0193187e-03
 -4.1841161e-03  1.0281539e-03  2.2171519e-03  2.0801637e-03
 -2.8934281e-03  2.4740510e-03 -6.9615817e-05  1.8170173e-03
  2.1635473e-03  1.5336890e-03  1.9119867e-03  6.1885960e-04
  2.2357251e-03  1.4213440e-03 -3.2903403e-03 -1.8663688e-04
  1.1421301e-03 -1.4031990e-03 -5.0934153e-03  8.3366269e-04
  1.5628113e-03  1.0314494e-03 -6.1656407e-04  1.7467877e-03
  2.2507675e-03  1.8738197e-03 -1.0607835e-03 -2.8071448e-03
 -3.1833574e-03 -2.7358427e-03  1.4631691e-03  4.2944797e-03
  1.4099055e-03 -4.6862741e-03  2.8858127e-03  6.2205590e-04]"
84,q9fcaHciF_o,Amazing Mind-Bending Optical Illusions,10539767,41103,yes,/content/thumbnails/q9fcaHciF_o___Amazing Mind-Bending Optical Illusions.jpg,"['amaz', 'mind-bend', 'optic', 'illus']","[-4.3999702e-03 -4.8101152e-04  3.7394541e-03 -1.2959359e-03
 -1.8160369e-03  4.9958669e-04  1.8663158e-03  3.4065438e-03
  7.3742969e-03  4.8310915e-04  3.7770802e-03 -3.5089359e-04
 -1.2912371e-03 -4.6523870e-03  1.9278370e-03  1.1017690e-03
  1.4888316e-03 -1.9806738e-03 -7.5687962e-03 -2.9551410e-03
 -3.2022828e-05  2.8527929e-03  2.6275015e-03 -8.0438220e-04
  6.6184753e-04  2.2481680e-03  2.4039792e-03 -4.2671021e-03
  3.3020207e-03  1.5629064e-03  3.9222217e-03  6.0982385e-04
 -2.6927690e-04 -1.5283213e-03 -4.4146692e-03 -3.9684534e-04
  1.2022278e-03  9.0046308e-04  1.8272700e-03 -4.0814751e-03
  9.4579498e-04  1.6870867e-03 -1.4038910e-03  1.3895371e-04
 -2.7502656e-03 -9.7719615e-04 -4.2363198e-04  9.9117507e-04
  2.8179297e-03  5.8028294e-04  2.0923172e-03  5.1651319e-04
 -3.8223148e-03  6.8593805e-04  2.2057102e-03 -2.9319944e-03
  1.3861340e-04 -2.0932639e-05  7.3458464e-04  8.4970705e-04
 -4.4145081e-03 -1.6364543e-03  6.2316988e-04  2.2651628e-03
  1.8199068e-04  5.2378781e-04 -2.5930312e-03 -5.0434831e-04
 -4.5582610e-03  1.8525753e-03  1.8184420e-03 -1.0434811e-03
  2.7618164e-03 -1.8778786e-03  1.9085484e-03  3.1412672e-04
  1.3880727e-03 -3.8094504e-04  9.9196075e-04 -1.2966300e-03
  2.2892733e-03  1.8564850e-03  1.8159947e-03  3.3726511e-03
 -5.7209567e-03 -1.6358970e-03  9.0653391e-04  5.0035701e-04
 -1.8539352e-03 -2.2501494e-03  2.0123257e-03  1.5436466e-03
  4.8035653e-03 -6.9152890e-03 -1.1740113e-04 -6.3235243e-04
  1.5853745e-03 -3.4098222e-05  2.5046733e-03  4.7613494e-04]"
39,eRaDmVFuQgM,This Video Will Accurately Guess Your Age..,22797,1771,yes,/content/thumbnails/eRaDmVFuQgM___This Video Will Accurately Guess Your Age...jpg,"['thi', 'video', 'will', 'accur', 'guess', 'your', 'age', '..']","[-7.5951696e-04  2.9064119e-03  2.8936435e-03 -1.7355179e-03
  7.3981832e-04 -1.4704111e-03  3.8023582e-03  3.4150446e-03
 -1.3495947e-03 -1.8123550e-03 -1.1488927e-03 -2.7564373e-03
  5.6913816e-03 -2.5596223e-03 -1.5037752e-03  1.6939529e-03
  3.8004878e-03 -1.3837585e-03 -2.2839103e-03 -3.0971924e-03
  1.9452038e-03  2.5056149e-03  8.4752007e-04 -9.4296085e-04
  2.8484667e-04 -3.0256994e-03  1.7477125e-03 -3.6053914e-03
  2.1575706e-03 -4.7810189e-04  1.1322895e-03 -1.9422942e-03
  3.5785346e-03  1.9088499e-03 -8.9280555e-05  1.9032153e-03
  2.0233509e-03 -1.9344024e-03  8.0669136e-04 -1.4955074e-03
 -2.9408913e-03  2.5520117e-03 -4.7777666e-04  2.9084198e-03
  2.0553877e-03  1.9234134e-03 -4.3606972e-03  1.3564245e-03
 -5.1428622e-04 -1.4466246e-03  6.0015247e-04 -1.4342552e-03
 -8.7132590e-05 -1.7261615e-03 -3.7059447e-04 -2.4139327e-03
  2.9991139e-03  3.4167184e-04 -1.7624761e-03  1.7902055e-03
 -1.1438978e-03 -2.3316094e-03  2.7059829e-03 -6.8336783e-04
 -6.0860566e-03  1.4929911e-03 -1.9713701e-03  3.3018738e-04
 -4.3976633e-03  2.2216288e-03 -2.8612674e-03 -1.8164716e-03
  4.6927207e-03 -3.0488329e-04 -2.4198999e-03 -2.4645941e-03
  1.2574419e-03 -8.8578521e-04 -3.6010572e-03  1.2265242e-03
 -2.2731237e-03  1.1692310e-03  1.5467778e-03  2.8737555e-03
  8.0234493e-04  3.0322475e-03  9.6836715e-04  3.3542579e-03
  2.6195184e-03 -1.7494017e-03  2.8946034e-03 -1.1375526e-03
  7.8715483e-04  5.9739681e-04  2.4711969e-03  1.2173858e-03
  2.6338990e-03  8.5835415e-04 -1.4304318e-03 -1.1149195e-03]"
61,gx-9S5T_U5g,Touch My Body Challenge!,96489384,551412,yes,/content/thumbnails/gx-9S5T_U5g___Touch My Body Challenge!.jpg,"['touch', 'my', 'bodi', 'challeng', '!']","[ 5.3302390e-03 -3.6822022e-03 -1.2905298e-03 -1.9977554e-03
  3.0047391e-03 -3.7184521e-03  4.5583677e-03  8.2834391e-03
 -3.3297550e-03  2.8061210e-03  2.3502454e-03 -5.5579374e-05
 -2.0826799e-03  2.1034440e-03  1.9514688e-03 -3.0219019e-03
  3.0083598e-03  2.9762746e-03  9.6304284e-04 -3.4877944e-03
  3.8649985e-03 -2.8375010e-03  1.3511655e-03 -3.6660500e-03
  6.0171508e-03 -2.8539007e-03 -4.5619267e-03  1.5652988e-03
  2.4658273e-04 -2.7634155e-03  2.7579584e-03 -1.4284205e-03
  1.7832974e-03 -3.4684732e-03 -1.3776552e-03 -7.4740063e-04
  7.6467043e-04 -2.0032774e-03  2.1436783e-03 -7.1712942e-03
  1.4691183e-03 -1.7327064e-03 -5.9206039e-05 -2.0285700e-03
 -3.6947304e-04  4.2179701e-04 -5.5302167e-03  1.1905150e-03
  3.7896223e-03  1.9069954e-03 -2.1896791e-04  4.3344306e-04
 -4.4189626e-03  1.6045651e-03 -2.8771971e-04  2.6635032e-03
  4.2676865e-03 -2.2912645e-03 -1.3559241e-03  1.9626948e-03
  2.0472712e-03  3.3980459e-03 -4.8801591e-04 -2.2994573e-03
 -5.7147103e-03  6.9889156e-03  9.1778010e-04  2.3688928e-03
 -2.6480965e-03  1.9120921e-03 -1.4440337e-03  2.8220306e-03
  8.0217206e-04 -2.4234389e-03  5.8819363e-03  6.4127689e-04
  3.5406940e-03 -7.0134060e-06 -5.3200824e-03 -3.6839291e-03
 -4.4089113e-03 -6.4312835e-04 -1.2446220e-03  3.3970959e-03
  3.1589466e-04  3.5475590e-04 -1.1157319e-04  1.2005388e-03
 -1.3176127e-03 -4.7479644e-03  3.3222265e-03 -3.7326818e-04
  2.2568651e-04 -3.8353709e-04  3.5423543e-03  3.6456152e-03
 -2.0052874e-03 -4.1327244e-03  9.3126087e-05 -6.5416374e-05]"
120,0cVrM49M9Y4,I Started a Secret Base War,872678,21409,no,/content/thumbnails/0cVrM49M9Y4___I Started a Secret Base War.jpg,"['i', 'start', 'secret', 'base', 'war']","[-5.0010220e-03  1.4212171e-03 -2.3792447e-03  5.7200058e-03
  1.3147031e-03  9.4353629e-04 -1.4641791e-04  3.8464486e-03
 -2.8446696e-03  1.9813296e-03 -4.9169064e-03 -1.4859766e-03
  8.8851649e-04 -1.0984156e-03 -3.4845911e-03  1.5169696e-03
  1.0465756e-03  1.1157582e-03  3.0047584e-03 -3.9722892e-03
  1.6428903e-04 -1.0465069e-03 -3.0871044e-04 -3.3614965e-04
 -2.7156894e-03 -3.2939117e-03  1.0875820e-03  1.2329391e-03
 -3.8173732e-03 -1.2883950e-03  4.0013064e-03 -1.8110217e-03
  4.5172414e-03 -2.2827606e-03  4.3093972e-04  4.2765783e-04
  1.8120833e-03  7.2536030e-04  1.6964122e-03 -1.5779290e-03
 -1.5182190e-03  2.8244584e-04 -1.2036619e-03  8.6082984e-04
  7.5106062e-03 -1.8597587e-03 -3.1767532e-03 -2.2187377e-03
  1.5994586e-03  8.3887635e-04 -1.8215335e-03  1.2766946e-03
  5.0489078e-03  2.1467123e-03  2.8468829e-03 -4.0392047e-03
  3.4425154e-03 -4.1333651e-03  2.6672269e-04  1.1654311e-03
  4.6196050e-04 -3.2215051e-03 -1.4335692e-03  4.9542450e-05
 -3.9156154e-04  3.3132404e-03  4.5884661e-03  4.7491277e-03
 -1.7351536e-03  2.9456886e-03  5.2548328e-04  3.5506729e-03
 -2.5553041e-04  3.4293577e-03  2.7003726e-03 -2.4194955e-03
  9.8488573e-04  1.5466750e-03  3.6813368e-03 -7.6513720e-04
 -3.1086728e-03 -4.5531793e-03 -3.6714599e-05  1.5172062e-03
 -1.4940340e-03 -1.8416435e-03  6.6166354e-04  2.1460187e-03
 -3.4844293e-03 -3.4156546e-03  2.6118986e-03 -4.1279392e-03
 -1.5001791e-03  3.7159831e-03  7.7465102e-03 -5.4924272e-04
  3.4393705e-03 -2.0964134e-03  2.0495801e-05  1.5229926e-03]"
123,HTpXpGAQ9hk,CG5 - Vibrant Eyes [Dream SMP original song],1039172,125160,no,/content/thumbnails/HTpXpGAQ9hk___CG5 - Vibrant Eyes [Dream SMP original song].jpg,"['cg5', '-', 'vibrant', 'eye', '[', 'dream', 'smp', 'origin', 'song', ']']","[-2.11284356e-03 -1.66148879e-04 -2.92421831e-03 -3.58287385e-03
  1.47018407e-03 -3.14496690e-03  2.17839004e-03  3.37040564e-03
 -4.24440397e-04 -2.34305440e-03  1.36879549e-04 -3.06975795e-03
 -7.66018755e-04 -1.95810897e-03 -1.17243920e-03  1.05483516e-03
 -1.45605044e-03 -3.86970933e-03  5.32307080e-04 -2.62830174e-03
 -2.82504433e-03  1.73963793e-03  1.73454138e-03  1.14013164e-04
 -1.72509463e-03  2.07784513e-04  1.65743753e-03  3.74723866e-04
 -2.47635599e-03  1.26960664e-03  1.51969353e-03 -3.45307961e-03
  1.66666950e-03  8.08412966e-04  3.01979017e-04  4.57253959e-03
 -8.81669926e-04 -3.39378603e-03 -4.75158915e-04 -2.54388025e-04
  2.35716440e-03 -3.69965471e-03  1.32626761e-03 -4.00270615e-03
 -2.81028310e-03  8.29479308e-04  1.10544788e-03 -7.62553536e-04
  1.37656613e-03  9.41643317e-04  1.16707850e-03 -1.22625905e-03
  1.19382178e-03  1.16383308e-03 -8.12548213e-04  8.45297254e-05
  5.36541268e-03 -2.88172578e-03 -2.31635198e-03  1.20482140e-03
  3.40185384e-03  1.03479880e-03  1.45388348e-03 -1.40767265e-03
 -2.93396588e-04  1.02603505e-03  1.36278197e-03 -3.76237486e-03
  8.48988071e-04  1.91332179e-03  1.48775370e-03 -3.75635247e-03
  1.61224359e-03  3.55056347e-03 -1.19372958e-03  3.21324286e-03
 -2.23511877e-03  1.01577654e-03 -2.00035982e-03  2.40167929e-03
 -7.87627534e-04 -7.10126915e-05 -8.01204413e-04 -1.34517817e-04
 -9.35393735e-04 -1.48949679e-04  1.07308873e-03  3.45607032e-03
  2.12618383e-04 -7.04596634e-04  2.79429113e-03 -1.98569801e-03
  7.60691706e-04  2.02839190e-04 -2.43785954e-03  1.84223708e-03
 -7.17095041e-04 -3.81397828e-03  8.59699212e-05 -1.13364006e-03]"
